yelpPage,priceRange,exactZipcode,latitude,longitude
https://www.yelp.com/biz/steven-alan-outpost-new-york,Pricey,10024,40.7852252,-73.9765937
https://www.yelp.com/biz/the-sharing-place-new-york,Inexpensive,10029,40.79575878046,-73.936709857611
https://www.yelp.com/biz/edit-boutique-new-york,Pricey,10128,40.78482711437,-73.9561054816129
https://www.yelp.com/biz/tj-maxx-new-york-6,Moderate,10027,40.806996,-73.942689
https://www.yelp.com/biz/declutter-organize-design-new-york,,10025,40.7937329,-73.9689989
https://www.yelp.com/biz/steven-land-new-york,,10027,40.8071102,-73.9430743
https://www.yelp.com/biz/rainbow-apparel-new-york-3,Inexpensive,10027,40.8102387,-73.9517989
https://www.yelp.com/biz/francescas-new-york,Moderate,10024,40.7882910755013,-73.9768477901816
https://www.yelp.com/biz/ny-magical-party-new-york,Moderate,10035,40.7995202,-73.9386162
https://www.yelp.com/biz/125th-st-99-cent-mart-new-york,Inexpensive,10027,40.814299,-73.956596
https://www.yelp.com/biz/lane-bryant-store-new-york,Moderate,10027,40.80897,-73.9494409
https://www.yelp.com/biz/be-fashion-new-york,Moderate,10025,40.7983194,-73.9601223
https://www.yelp.com/biz/the-shop-at-cooper-hewitt-museum-new-york,Moderate,10128,40.7842946,-73.9578179
https://www.yelp.com/biz/trecis-klazet-manhattan,,10026,40.801328,-73.9487709
https://www.yelp.com/biz/polarolo-e-and-sons-new-york,,10035,40.8003647,-73.9373484
https://www.yelp.com/biz/nicholas-cultural-new-york,,10029,40.7934135,-73.9436398
https://www.yelp.com/biz/american-outlet-new-york,Inexpensive,10035,40.8014144,-73.9377907
https://www.yelp.com/biz/runaway-poppy-new-york,,10024,40.7846486,-73.9790712
https://www.yelp.com/biz/seigo-accessories-for-ladies-manhattan,,10128,40.783264,-73.9572392
https://www.yelp.com/biz/bakery-hny-new-york,,10027,40.8167675120002,-73.9534214186694
https://www.yelp.com/biz/ez-pawn-corp-new-york-5,Inexpensive,10035,40.7991247,-73.9414393
https://www.yelp.com/biz/venus-pharmacy-and-beauty-supply-new-york-2,Moderate,10025,40.801644,-73.965099
https://www.yelp.com/biz/carters-babies-and-kids-manhattan,Moderate,10027,40.809433984566,-73.9489551540236
https://www.yelp.com/biz/papyrus-new-york-12,Pricey,10029,40.7875199,-73.9542237
https://www.yelp.com/biz/boltons-new-york-25,,10027,40.8090871,-73.9495293
https://www.yelp.com/biz/tc-116-06-corporation-new-york,,10026,40.8025565,-73.9505463
https://www.yelp.com/biz/old-navy-new-york-7,Inexpensive,10035,40.7953912,-73.9310222
https://www.yelp.com/biz/alzerina-jewelry-manhattan,Ultra High-End,10128,40.7845051,-73.948407
https://www.yelp.com/biz/mirabelle-boutique-new-york,Moderate,10128,40.785239,-73.955858
https://www.yelp.com/biz/el-mundo-department-store-new-york,Inexpensive,10031,40.818956,-73.955408
https://www.yelp.com/biz/seigo-neckwear-new-york,Moderate,10128,40.783264,-73.9572392
https://www.yelp.com/biz/1925-seventh-avenue-new-york,,10026,40.8033328,-73.9520465
https://www.yelp.com/biz/ciolaingo-coffee-company-new-york,,10030,40.8188383,-73.93964
